,asset_id,label,split,fps,frame_count,duration_seconds,frame_height,frame_width,frame_channels,orginal_video_start_second,original_video_end_second,original_video_target_second,target_second,reliable_audio
4038,201266721,44,train,25.0,452,9.88,288,352,3,8.079999999999998,18.08,16.0,7.920000000000002,1
4041,212749251,44,train,25.0,252,9.96,720,1280,3,0.0,10.0,4.0,4.0,1
4031,483681,44,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
4012,443590,44,train,25.0,277,9.96,1080,1920,3,31.0,41.0,36.0,5.0,1
4023,475486,44,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
4025,483101,44,train,25.0,477,9.96,1080,1920,3,39.0,49.0,44.0,5.0,1
4029,483679,44,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4120,440192,45,train,25.0,478,9.96,1080,1920,3,29.0,39.0,34.0,5.0,0
4133,484133,45,train,25.0,253,9.92,1080,1920,3,0.08,10.08,8.0,7.92,1
4121,440658,45,train,25.0,294,9.88,1080,1920,3,1.7599999999999998,11.76,8.0,6.24,1
4111,415538,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4098,409922,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4128,473698,45,train,25.0,322,9.92,1080,1920,3,9.52,19.52,16.0,6.48,0
4086,403245,45,train,25.0,292,9.96,1080,1920,3,83.0,93.0,88.0,5.0,0
4081,403231,45,train,25.0,305,9.84,1080,1920,3,7.0,17.0,16.0,9.0,0
4138,231450561,45,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
4137,231448601,45,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,0
4080,403211,45,train,25.0,426,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
4114,435249,45,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4113,435247,45,train,25.0,383,9.88,1080,1920,3,8.239999999999998,18.24,14.0,5.760000000000002,1
4093,409060,45,train,25.0,375,9.96,1080,1920,3,33.0,43.0,38.0,5.0,0
4100,409925,45,train,25.0,273,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
4109,415495,45,train,25.0,277,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
4118,435253,45,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
4119,440066,45,train,25.0,273,9.88,1080,1920,3,3.640000000000001,13.64,12.0,8.36,0
4108,415494,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4127,473697,45,train,25.0,258,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
4082,403233,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4096,409912,45,train,25.0,461,9.92,1080,1920,3,25.0,35.0,30.0,5.0,0
4101,409927,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4090,403595,45,train,25.0,477,9.84,1080,1920,3,11.48,21.48,18.0,6.52,0
4116,435251,45,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
4091,409057,45,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4092,409059,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4085,403244,45,train,25.0,368,9.96,1080,1920,3,49.0,59.0,54.0,5.0,0
4115,435250,45,train,25.0,493,9.84,1080,1920,3,39.74,49.74,48.0,8.259999999999998,0
4106,415492,45,train,25.0,108,4.2,1080,1920,3,0.0,4.28,2.0,2.0,0
4129,476461,45,train,25.0,347,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
4095,409909,45,train,25.0,299,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4125,440722,45,train,25.0,227,8.96,1080,1920,3,0.0,9.08,2.0,2.0,0
4123,440671,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4094,409907,45,train,25.0,259,9.84,1080,1920,3,13.16,23.16,22.0,8.84,0
4130,476464,45,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
4134,231127961,45,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,0
4126,443594,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4136,231426221,45,train,25.0,277,9.96,720,1280,3,1.0,11.0,6.0,5.0,0
4099,409924,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4107,415493,45,train,25.0,357,9.92,1080,1920,3,4.24,14.24,10.0,5.76,0
4088,403592,45,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4104,410486,45,train,25.0,339,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4132,484132,45,train,25.0,378,9.92,1080,1920,3,10.2,20.2,18.0,7.800000000000001,0
4112,435246,45,train,25.0,159,6.24,1080,1920,3,0.0,6.36,2.0,2.0,0
4110,415496,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4131,484131,45,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,0
4103,409937,45,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4213,214272971,46,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,1
4208,201467471,46,train,25.0,292,9.96,720,1280,3,7.0,17.0,12.0,5.0,1
4176,409752,46,train,25.0,304,9.84,1080,1920,3,13.96,23.96,20.0,6.039999999999999,1
4195,447424,46,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4217,214276621,46,train,25.0,377,9.96,720,1280,3,15.0,25.0,20.0,5.0,1
4196,447425,46,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
4192,447421,46,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
4210,214271221,46,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
4179,414943,46,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4202,201298721,46,train,25.0,379,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
4184,415776,46,train,25.0,289,9.88,1080,1920,3,58.400000000000006,68.4,66.0,7.599999999999994,1
4193,447422,46,train,25.0,472,9.88,1080,1920,3,58.88,68.88,66.0,7.1200000000000045,1
4228,350371021,46,train,25.0,390,9.96,720,1280,3,35.0,45.0,40.0,5.0,1
4206,201336241,46,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
4215,214274611,46,train,25.0,477,9.96,720,1280,3,49.0,59.0,54.0,5.0,1
4194,447423,46,train,25.0,269,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
4227,350371001,46,train,25.0,260,9.96,720,1280,3,63.0,73.0,68.0,5.0,1
4188,431914,46,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4190,435242,46,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4203,201336211,46,train,25.0,493,9.88,720,1280,3,9.72,19.72,18.0,8.280000000000001,1
4181,414988,46,train,25.0,253,9.96,1080,1920,3,141.0,151.0,146.0,5.0,1
4211,214271321,46,train,25.0,360,9.96,720,1280,3,29.0,39.0,34.0,5.0,1
4207,201336261,46,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
4180,414985,46,train,25.0,288,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
4199,462070,46,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
4191,441623,46,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
4220,214277301,46,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
4214,214273051,46,train,25.0,277,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
4200,462107,46,train,25.0,475,9.88,1080,1920,3,9.0,19.0,16.0,7.0,1
4218,214276901,46,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
4189,431915,46,train,25.0,307,9.88,1080,1920,3,2.28,12.28,8.0,5.720000000000001,1
4216,214275041,46,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,1
4221,214277441,46,train,25.0,477,9.96,720,1280,3,9.0,19.0,14.0,5.0,1
4205,201336231,46,train,25.0,252,9.96,720,1280,3,0.0,10.0,2.0,2.0,1
4198,462067,46,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4178,414942,46,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4212,214272961,46,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,1
4197,462053,46,train,25.0,245,9.68,1080,1920,3,0.0,9.8,8.0,8.0,1
4183,415656,46,train,25.0,359,9.96,1080,1920,3,121.0,131.0,126.0,5.0,1
4226,350370981,46,train,25.0,289,9.96,720,1280,3,43.0,53.0,48.0,5.0,1
4186,420176,46,train,25.0,216,8.52,1080,1920,3,0.0,8.64,6.0,6.0,1
4174,404248,46,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
4173,404133,46,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4185,420022,46,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4175,404418,46,train,25.0,304,9.96,1080,1920,3,61.0,71.0,66.0,5.0,1
4223,214279831,46,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,1
4304,467633,47,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,0
4307,467636,47,train,25.0,337,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
4319,467689,47,train,25.0,393,9.96,1080,1920,3,29.0,39.0,34.0,5.0,1
4314,467673,47,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,0
4277,442764,47,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4300,464309,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4299,464307,47,train,25.0,480,9.88,1080,1920,3,9.2,19.2,18.0,8.8,1
4283,442770,47,train,25.0,358,9.88,1080,1920,3,4.32,14.32,10.0,5.68,1
4274,442761,47,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
4282,442769,47,train,25.0,478,9.96,1080,1920,3,19.0,29.0,24.0,5.0,1
4291,443117,47,train,25.0,290,9.96,1080,1920,3,101.0,111.0,106.0,5.0,1
4279,442766,47,train,25.0,347,9.88,1080,1920,3,23.880000000000003,33.88,30.0,6.119999999999997,1
4286,442912,47,train,25.0,198,7.8,1080,1920,3,0.0,7.92,2.0,2.0,0
4269,411960,47,train,25.0,197,7.76,1080,1920,3,0.0,7.88,4.0,4.0,0
4309,467667,47,train,25.0,424,9.88,1080,1920,3,36.96,46.96,46.0,9.04,1
4296,464302,47,train,25.0,367,9.88,1080,1920,3,14.68,24.68,20.0,5.32,0
4317,467687,47,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4305,467634,47,train,25.0,270,9.88,1080,1920,3,0.8000000000000007,10.8,6.0,5.199999999999999,0
4306,467635,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4270,411964,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4273,442760,47,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
4268,411959,47,train,25.0,346,9.88,1080,1920,3,3.84,13.84,10.0,6.16,1
4292,463834,47,train,25.0,498,9.96,1080,1920,3,51.0,61.0,56.0,5.0,0
4310,467668,47,train,25.0,357,9.88,1080,1920,3,11.04,21.04,18.0,6.960000000000001,0
4275,442762,47,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4280,442767,47,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4297,464305,47,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4290,443114,47,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
4278,442765,47,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4302,464312,47,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4311,467669,47,train,25.0,277,9.96,1080,1920,3,41.0,51.0,46.0,5.0,0
4298,464306,47,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
4295,464296,47,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4294,464294,47,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4284,442841,47,train,25.0,451,9.88,1080,1920,3,38.04,48.04,44.0,5.960000000000001,0
4301,464310,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4288,442915,47,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,1
4293,464293,47,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,0
4267,411958,47,train,25.0,301,9.88,1080,1920,3,2.039999999999999,12.04,8.0,5.960000000000001,1
4315,467676,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4318,467688,47,train,25.0,431,9.88,1080,1920,3,32.44,42.44,38.0,5.560000000000002,1
4272,442603,47,train,25.0,259,9.96,1080,1920,3,57.0,67.0,62.0,5.0,1
4281,442768,47,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4316,467686,47,train,25.0,433,9.88,1080,1920,3,27.32,37.32,34.0,6.68,1
4373,440752,48,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4380,450682,48,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,0
4395,482945,48,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4354,414774,48,train,25.0,319,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
4378,449913,48,train,25.0,339,9.88,1080,1920,3,13.56,23.56,22.0,8.440000000000001,0
4357,414780,48,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4356,414777,48,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
4379,450681,48,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4365,430636,48,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
4408,201449981,48,train,25.0,389,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
4393,482943,48,train,25.0,277,9.96,1080,1920,3,61.0,71.0,66.0,5.0,0
4375,442899,48,train,25.0,289,9.88,1080,1920,3,11.56,21.56,18.0,6.440000000000001,1
4401,201242701,48,train,25.0,382,9.88,288,352,3,22.08,32.08,28.0,5.920000000000002,1
4383,454818,48,train,25.0,253,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4407,201449971,48,train,25.0,280,9.96,720,1280,3,3.0,13.0,8.0,5.0,0
4402,201242711,48,train,25.0,427,9.96,288,352,3,7.0,17.0,12.0,5.0,0
4369,440377,48,train,25.0,334,9.88,1080,1920,3,43.36,53.36,50.0,6.640000000000001,1
4364,430625,48,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
4376,442901,48,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
4381,451992,48,train,25.0,262,9.88,1080,1920,3,23.520000000000003,33.52,32.0,8.479999999999997,0
4385,454827,48,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,1
4394,482944,48,train,25.0,220,8.68,1080,1920,3,0.0,8.76,6.0,6.0,1
4406,201319961,48,train,25.0,327,9.96,240,320,3,3.0,13.0,8.0,5.0,0
4399,188890001,48,train,25.0,477,9.96,720,1280,3,39.0,49.0,44.0,5.0,0
4403,201242721,48,train,25.0,477,9.96,288,352,3,9.0,19.0,14.0,5.0,0
4374,442896,48,train,25.0,284,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4387,482935,48,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4368,432864,48,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4355,414775,48,train,25.0,363,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
4358,415016,48,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4382,454817,48,train,25.0,294,9.92,1080,1920,3,20.52,30.52,26.0,5.48,1
4397,188889971,48,train,25.0,427,9.96,720,1280,3,7.0,17.0,12.0,5.0,0
4405,201319951,48,train,25.0,497,9.88,240,320,3,9.88,19.88,16.0,6.120000000000001,0
4372,440750,48,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4362,429641,48,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4390,482938,48,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
4398,188889981,48,train,25.0,427,9.96,720,1280,3,27.0,37.0,32.0,5.0,0
4392,482942,48,train,25.0,357,9.88,1080,1920,3,14.27,24.27,20.0,5.73,0
4363,429643,48,train,25.0,411,9.88,1080,1920,3,16.44,26.44,22.0,5.559999999999999,1
4396,188889951,48,train,25.0,327,9.96,720,1280,3,3.0,13.0,8.0,5.0,0
4370,440666,48,train,25.0,209,8.24,1080,1920,3,0.0,8.36,2.0,2.0,0
4361,429639,48,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4366,432308,48,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4388,482936,48,train,25.0,427,9.96,1080,1920,3,27.0,37.0,32.0,5.0,0
4391,482941,48,train,25.0,277,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
4360,429637,48,train,25.0,222,8.76,1080,1920,3,0.0,8.88,4.0,4.0,1
4404,201263701,48,train,25.0,252,9.96,288,352,3,0.0,10.0,2.0,2.0,0
4389,482937,48,train,25.0,277,9.96,1080,1920,3,41.0,51.0,46.0,5.0,0
4466,440641,49,train,25.0,272,9.96,1080,1920,3,87.0,97.0,92.0,5.0,1
4480,476295,49,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
4482,476297,49,train,25.0,344,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
4461,440634,49,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
4475,476290,49,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4478,476293,49,train,25.0,257,9.96,1080,1920,3,19.0,29.0,24.0,5.0,1
4488,477455,49,train,25.0,377,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
4470,470181,49,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,1
4497,477606,49,train,25.0,377,9.96,1080,1920,3,35.0,45.0,40.0,5.0,1
4462,440635,49,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4490,477459,49,train,25.0,462,9.88,1080,1920,3,8.46,18.46,18.0,9.54,0
4477,476292,49,train,25.0,377,9.96,1080,1920,3,25.0,35.0,30.0,5.0,1
4469,443601,49,train,25.0,308,9.96,1080,1920,3,15.0,25.0,20.0,5.0,1
4472,470183,49,train,25.0,477,9.96,1080,1920,3,149.0,159.0,154.0,5.0,1
4464,440637,49,train,25.0,500,9.96,1080,1920,3,43.0,53.0,48.0,5.0,1
4474,470191,49,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4481,476296,49,train,25.0,285,9.88,1080,1920,3,24.76,34.76,32.0,7.240000000000002,0
4449,404050,49,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4494,477464,49,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
4484,477417,49,train,25.0,403,9.88,1080,1920,3,6.09,16.09,14.0,7.91,1
4454,422801,49,train,25.0,260,9.96,1080,1920,3,33.0,43.0,38.0,5.0,0
4445,404021,49,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
4493,477463,49,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4457,422931,49,train,25.0,266,9.96,1080,1920,3,23.0,33.0,28.0,5.0,0
4465,440640,49,train,25.0,290,9.96,1080,1920,3,33.0,43.0,38.0,5.0,1
4479,476294,49,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
4486,477453,49,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4467,443598,49,train,25.0,398,9.96,1080,1920,3,17.0,27.0,22.0,5.0,1
4473,470188,49,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,1
4451,404065,49,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4476,476291,49,train,25.0,426,9.96,1080,1920,3,81.0,91.0,86.0,5.0,1
4485,477452,49,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,1
4453,415546,49,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4496,477605,49,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4483,477416,49,train,25.0,96,3.72,1080,1920,3,0.0,3.8,2.0,2.0,0
4450,404064,49,train,25.0,341,9.96,1080,1920,3,33.0,43.0,38.0,5.0,0
4460,440633,49,train,25.0,315,9.88,1080,1920,3,42.6,52.6,48.0,5.399999999999999,1
4455,422802,49,train,25.0,304,9.96,1080,1920,3,107.0,117.0,112.0,5.0,0
4447,404023,49,train,25.0,377,9.96,1080,1920,3,5.0,15.0,10.0,5.0,0
4458,440631,49,train,25.0,400,9.88,1080,1920,3,6.0,16.0,14.0,8.0,1
4471,470182,49,train,25.0,477,9.96,1080,1920,3,29.0,39.0,34.0,5.0,1
4495,477604,49,train,25.0,327,9.96,1080,1920,3,23.0,33.0,28.0,5.0,1
4491,477461,49,train,25.0,283,9.96,1080,1920,3,11.0,21.0,16.0,5.0,1
4468,443600,49,train,25.0,405,9.96,1080,1920,3,65.0,75.0,70.0,5.0,1
4578,469380,50,train,25.0,261,9.88,1080,1920,3,0.4399999999999995,10.44,6.0,5.5600000000000005,0
4539,404776,50,train,25.0,367,9.8,1080,1920,3,4.76,14.76,12.0,7.24,0
4582,469384,50,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,1
4547,411664,50,train,25.0,327,9.96,1080,1920,3,13.0,23.0,18.0,5.0,1
4587,201814021,50,train,25.0,377,9.96,720,1280,3,5.0,15.0,10.0,5.0,0
4586,201807381,50,train,25.0,306,9.96,720,1280,3,11.0,21.0,16.0,5.0,1
4545,410698,50,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,0
4560,431571,50,train,25.0,357,9.88,1080,1920,3,14.28,24.28,24.0,9.72,0
4554,422780,50,train,25.0,156,6.12,1080,1920,3,0.0,6.24,4.0,4.0,0
4580,469382,50,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4576,461660,50,train,25.0,375,9.88,1080,1920,3,5.0,15.0,10.0,5.0,0
4570,440674,50,train,25.0,329,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4561,431572,50,train,25.0,277,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
4548,415375,50,train,25.0,148,5.8,1080,1920,3,0.0,5.92,4.0,4.0,0
4566,440612,50,train,25.0,268,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4564,431575,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4568,440619,50,train,25.0,305,9.88,1080,1920,3,10.56,20.56,18.0,7.440000000000001,1
4558,422838,50,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,0
4563,431574,50,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4533,403664,50,train,25.0,349,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4581,469383,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,1
4541,404877,50,train,25.0,275,9.88,1080,1920,3,1.0,11.0,6.0,5.0,0
4589,201833881,50,train,25.0,140,5.48,720,1280,3,0.0,5.65,4.0,4.0,0
4538,403939,50,train,25.0,251,9.92,1080,1920,3,0.0,10.0,4.0,4.0,0
4569,440623,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4546,410768,50,train,25.0,229,9.04,1080,1920,3,0.0,9.16,4.0,4.0,0
4540,404793,50,train,25.0,169,6.64,1080,1920,3,0.0,6.8,2.0,2.0,0
4553,415411,50,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4567,440616,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,1
4549,415382,50,train,25.0,320,9.88,1080,1920,3,3.8000000000000007,13.8,10.0,6.199999999999999,0
4544,410697,50,train,25.0,160,6.28,1080,1920,3,0.0,6.4,2.0,2.0,0
4537,403919,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4534,403668,50,train,25.0,256,9.88,1080,1920,3,10.239999999999998,20.24,18.0,7.760000000000002,0
4575,461460,50,train,25.0,163,6.4,1080,1920,3,0.0,6.53,4.0,4.0,0
4532,403565,50,train,25.0,209,8.24,1080,1920,3,0.0,8.44,2.0,2.0,0
4552,415389,50,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4588,201830991,50,train,25.0,430,9.8,720,1280,3,12.829999999999998,22.83,22.0,9.170000000000002,0
4583,469403,50,train,25.0,424,9.88,1080,1920,3,16.32,26.32,24.0,7.68,0
4573,446950,50,train,25.0,477,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4555,422793,50,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4556,422811,50,train,25.0,357,9.96,1080,1920,3,31.0,41.0,36.0,5.0,0
4571,440959,50,train,25.0,314,9.96,1080,1920,3,9.0,19.0,14.0,5.0,1
4572,441148,50,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
4584,469405,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4585,469406,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4535,403740,50,train,25.0,252,9.96,1080,1920,3,0.0,10.0,4.0,4.0,0
4543,404880,50,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4676,440274,51,train,25.0,280,9.96,1080,1920,3,11.0,21.0,16.0,5.0,0
4650,440136,51,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4664,440229,51,train,25.0,271,9.96,1080,1920,3,21.0,31.0,26.0,5.0,0
4649,440135,51,train,25.0,277,9.96,1080,1920,3,1.0,11.0,6.0,5.0,0
4635,439361,51,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4653,440144,51,train,25.0,427,9.96,1080,1920,3,17.0,27.0,22.0,5.0,0
4675,440257,51,train,25.0,427,9.96,1080,1920,3,37.0,47.0,42.0,5.0,0
4629,422895,51,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4648,440132,51,train,25.0,462,9.96,1080,1920,3,29.0,39.0,34.0,5.0,0
4657,440153,51,train,25.0,427,9.96,1080,1920,3,7.0,17.0,12.0,5.0,0
4631,422897,51,train,25.0,279,9.88,1080,1920,3,38.48,48.48,48.0,9.520000000000003,0
4642,440064,51,train,25.0,259,9.88,1080,1920,3,12.32,22.32,22.0,9.68,0
4641,440039,51,train,25.0,252,9.96,1080,1920,3,0.0,10.0,2.0,2.0,0
4640,440038,51,train,25.0,327,9.96,1080,1920,3,3.0,13.0,8.0,5.0,0
